Sales,Count of Region
298.116,1
298.464,1
298.776,1
299.52,1
299.94,1
299.96,1
299.975,1
299.99,1
300.416,1
300.5328,1
300.768,1
300.93,1
300.98,1
302.45,1
302.72,1
303.25,1
303.84,1
303.92,1
304.23,1
304.45,1
304.776,1
304.99,1
305.312,1
305.9745,1
306.2,1
306.9,1
307.168,1
307.314,1
307.776,1
307.92,1
308.499,1
309.456,1
309.576,1
310.392,1
310.443,1
310.688,1
310.744,1
311.15,1
311.98,1
312.03,1
312.552,1
313.024,1
313.488,1
313.722,1
314.088,1
314.532,1
314.6,1
315.2,1
315.776,1
315.98,1
318.08,1
318.4,1
318.96,1
319.41,1
319.76,1
319.9,1
319.92,1
319.96,1
320.64,1
320.88,1
321.552,1
321.92,1
322.192,1
323.982,1
324.744,1
325.632,1
325.86,1
326.646,1
327.564,1
327.7328,1
327.84,1
327.996,1
328.224,1
328.3992,1
328.776,1
329.584,1
329.988,1
331.023,1
331.96,1
332.028,1
332.704,1
332.832,1
333,1
333.056,1
333.09,1
333.999,1
334.768,1
334.88,1
335.72,1
335.744,1
335.944,1
336.51,1
337.088,1
337.176,1
337.98,1
338.352,1
339.136,1
339.92,1
340.116,1
340.144,1
340.182,1
340.704,1
341.488,1
341.991,1
342.37,1
342.864,1
343.2,1
343.85,1
343.92,1
344.94,1
344.981,1
347.361,1
347.58,1
347.97,1
348.208,1
348.488,1
348.56,1
348.84,1
348.928,1
349.95,1
349.965,1
350.352,1
350.973,1
350.98,1
351.216,1
352.45,1
353.88,1
355.32,1
355.36,1
355.455,1
355.96,1
356.79,1
356.85,1
356.94,1
357,1
358.2,1
358.58,1
359.772,1
359.88,1
360.712,1
361.764,1
361.92,1
362.136,1
362.25,1
363.648,1
364.08,1
364.41,1
364.704,1
364.74,1
364.776,1
364.8,1
364.95,1
366.009,1
366.786,1
367.96,1
369.16,1
369.1992,1
369.576,1
369.912,1
370.14,1
370.62,1
370.782,1
371.168,1
371.2,1
371.976,1
372.144,1
373.47,1
374.376,1
375.4575,1
376.509,1
376.74,1
376.866,1
377.45,1
377.928,1
378,1
379.372,1
379.4,1
379.96,1
380.058,1
380.864,1
381.36,1
381.44,1
381.576,1
381.72,1
382.116,1
382.806,1
383.438,1
383.4656,1
383.64,1
383.8,1
383.84,1
384.174,1
384.45,1
384.592,1
384.768,1
384.944,1
385.6,1
385.686,1
385.8,1
386.34,1
386.68,1
386.91,1
387.72,1
387.99,1
388.43,1
389.056,1
389.696,1
390.272,1
390.368,1
390.75,1
393.25,1
393.54,1
393.568,1
394.816,1
395,1
395.94,1
396,1
396.802,1
397.6,1
398.4,1
398.972,1
399.98,1
400.032,1
400.784,1
400.8,1
401.59,1
403.168,1
403.56,1
403.68,1
403.92,1
404.9,1
404.94,1
405.64,1
405.86,1
406.368,1
407.976,1
409.216,1
409.272,1
409.59,1
409.9992,1
410.352,1
411.98,1
414,1
414.96,1
415.176,1
415.872,1
415.968,1
416.32,1
418.296,1
418.32,1
418.8,1
419.68,1
419.9,1
421.1,1
421.372,1
422.058,1
422.625,1
422.856,1
423.28,1
423.648,1
424.116,1
424.272,1
424.9575,1
425.833,1
426.79,1
427.42,1
427.644,1
428.4,1
428.68,1
429.6,1
429.9,1
430.88,1
431.136,1
431.16,1
431.94,1
431.968,1
432.456,1
433.568,1
434.352,1
434.646,1
435.26,1
435.84,1
437.472,1
439.8,1
440.19,1
440.91,1
441.92,1
441.96,1
442.372,1
442.4,1
442.764,1
444.768,1
445.44,1
445.802,1
446.068,1
447.696,1
447.93,1
447.968,1
449.1,1
449.372,1
449.91,1
449.97,1
450,1
450.04,1
451.136,1
452.45,1
452.55,1
452.94,1
453.6,1
454.272,1
454.56,1
454.86,1
454.9,1
454.965,1
455.1,1
455.712,1
456.588,1
457.485,1
457.568,1
459.88,1
459.92,1
459.95,1
461.97,1
462.564,1
463.248,1
464,1
464.292,1
464.85,1
464.97,1
466.158,1
466.32,1
466.768,1
467.04,1
467.46,1
467.97,1
469.95,1
469.99,1
470.155,1
470.302,1
470.36,1
471.9,1
472.518,1
474.43,1
474.95,1
476.8,1
477.15,1
477.24,1
477.3,1
477.51,1
477.6,1
477.666,1
478.08,1
478.24,1
479.04,1
479.72,1
479.9,1
479.92,1
479.94,1
479.95,1
479.96,1
480,1
480.74,1
480.96,1
481.176,1
481.568,1
482.34,1
482.664,1
482.94,1
484.65,1
484.704,1
484.83,1
485.94,1
486.368,1
487.92,1
487.96,1
488.646,1
489.23,1
489.92,1
490.32,1
492.768,1
492.835,1
493.43,1
493.92,1
494.982,1
496.86,1
497.61,1
497.94,1
498,1
498.26,1
499.168,1
499.584,1
499.95,1
499.98,1
499.99,1
500.24,1
502.488,1
505.176,1
505.32,1
506.28,1
508.704,1
508.768,1
509.488,1
509.9575,1
509.97,1
510.24,1
511.056,1
511.5,1
511.84,1
512.19,1
512.358,1
512.499,1
512.94,1
512.96,1
513.024,1
514.165,1
515.88,1
516.488,1
516.96,1
517.405,1
517.5,1
517.9,1
518.272,1
519.68,1
519.792,1
519.96,1
520.05,1
523.25,1
523.26,1
523.392,1
523.48,1
526.344,1
526.582,1
527.92,1
529.9,1
530.34,1
532.3992,1
532.72,1
533.94,1
538.194,1
538.92,1
539.658,1
539.91,1
539.92,1
541.44,1
542.646,1
545.85,1
545.88,1
545.916,1
545.94,1
546.06,1
546.66,1
547.3,1
549.98,1
550.431,1
551.985,1
552,1
555.21,1
555.96,1
557.585,1
557.728,1
559.62,1
559.71,1
559.92,1
559.93,1
559.984,1
559.992,1
561.568,1
561.584,1
562.2925,1
563.024,1
563.24,1
563.43,1
563.92,1
564.195,1
566.97,1
567.12,1
569.058,1
569.536,1
569.568,1
569.64,1
569.99,1
571.44,1
572.76,1
572.8,1
573.174,1
573.728,1
574.91,1
575.928,1
575.968,1
577.584,1
577.764,1
579.3,1
579.528,1
579.95,1
580.672,1
581.96,1
582.336,1
583.8,1
584.82,1
586.398,1
588.784,1
589.9,1
590.058,1
591.32,1
592.74,1
593.568,1
594.816,1
597,1
597.132,1
598.458,1
599.165,1
599.292,1
599.9,1
599.98,1
599.985,1
599.99,1
600.53,1
601.3,1
601.47,1
601.65,1
602.651,1
604.656,1
604.768,1
605.34,1
605.88,1
607.52,1
611.058,1
613.908,1
613.9992,1
614.272,1
616.998,1
617.7,1
619.152,1
620.6145,1
621.76,1
622.45,1
623.4648,1
625.99,1
626.1,1
628.81,1
629.064,1
629.184,1
629.64,1
629.93,1
629.958,1
630.024,1
631.176,1
634.116,1
635.96,1
636.408,1
636.86,1
637.44,1
638.288,1
638.73,1
639.968,1
641.96,1
643.136,1
644.076,1
646.2,1
646.272,1
646.74,1
646.776,1
647.904,1
649,1
650.352,1
652.45,1
652.995,1
655.9,1
657.504,1
657.552,1
658.746,1
659.168,1
659.97,1
659.988,1
661.176,1
662.84,1
663.072,1
663.92,1
663.936,1
664.146,1
665.408,1
666.248,1
666.344,1
666.4,1
668.16,1
669.08,1
670.752,1
671.544,1
671.94,1
671.984,1
673.344,1
674.058,1
675.06,1
675.12,1
675.96,1
676.55,1
679.96,1
680.01,1
683.144,1
683.332,1
683.952,1
683.988,1
686.32,1
686.4,1
687.4,1
689.408,1
689.82,1
691.96,1
692.472,1
692.94,1
695.16,1
696.42,1
699.93,1
700.056,1
700.152,1
701.372,1
703.71,1
703.968,1
704.9,1
705.544,1
707.88,1
710.832,1
713.88,1
715.2,1
716,1
717.12,1
718.116,1
718.64,1
719.952,1
719.96,1
719.976,1
721.875,1
724.08,1
725.344,1
727.296,1
727.45,1
728.82,1
728.946,1
730.2,1
731.94,1
733.95,1
742.336,1
743.988,1
744.1,1
747.558,1
748.752,1
750.68,1
751.92,1
751.984,1
754.45,1
755.944,1
755.96,1
758.352,1
760.116,1
760.98,1
761.544,1
762.594,1
763.28,1
763.44,1
764.688,1
765.625,1
767.214,1
767.952,1
769.184,1
769.95,1
770.352,1
773.94,1
775.728,1
776.85,1
777.21,1
779.796,1
781.864,1
782.94,1
785.88,1
786.48,1
786.744,1
787.53,1
791.88,1
791.964,1
795.408,1
795.48,1
795.51,1
796.425,1
799.56,1
799.92,1
799.96,1
799.984,1
801.6,1
806.336,1
807.75,1
811.28,1
812.736,1
815.292,1
818.376,1
821.3,1
821.94,1
824.95,1
824.97,1
825.174,1
826,1
826.11,1
826.62,1
828.6,1
828.84,1
831.2,1
831.936,1
832.93,1
833.94,1
835.17,1
836.592,1
838.38,1
839.43,1
839.988,1
842.352,1
842.376,1
842.72,1
842.94,1
845.488,1
845.728,1
848.544,1
849.95,1
850.5,1
853.092,1
854.352,1
854.94,1
856.656,1
858.24,1
860.93,1
861.76,1
862.344,1
863.64,1
863.88,1
863.928,1
866.646,1
868.59,1
871.4,1
871.8,1
876.3,1
883.92,1
885.528,1
887.103,1
887.84,1
889.536,1
890.841,1
892.136,1
892.35,1
892.98,1
895.944,1
896.328,1
897.15,1
899.95,1
899.97,1
899.982,1
904.9,1
906.68,1
907.152,1
908.82,1
909.12,1
909.72,1
911.424,1
911.984,1
912.75,1
914.97,1
917.9235,1
918.785,1
933.262,1
933.408,1
933.536,1
934.956,1
942.784,1
944.93,1
945.036,1
946.764,1
947.17,1
957.5775,1
959.968,1
961.48,1
962.08,1
963.136,1
965.85,1
966.7,1
968.744,1
971.5,1
971.88,1
974.988,1
977.292,1
978.84,1
981.372,1
989.97,1
991.2,1
991.764,1
998.82,1
998.85,1
999.432,1
999.96,1
1003.62,1
1004.024,1
1004.976,1
1006.056,1
1007.232,1
1007.944,1
1007.979,1
1012.68,1
1013.488,1
1013.832,1
1016.792,1
1018.104,1
1022.97,1
1023.332,1
1023.936,1
1024.38,1
1024.716,1
1025.88,1
1029.95,1
1035.8,1
1038.84,1
1039.728,1
1039.992,1
1040.8,1
1043.92,1
1048.35,1
1049.44,1
1049.93,1
1049.97,1
1053.164,1
1059.12,1
1067.94,1
1071,1
1071.576,1
1075.088,1
1079.316,1
1079.85,1
1079.976,1
1080.096,1
1082.48,1
1087.936,1
1088.76,1
1088.792,1
1090.782,1
1091.93,1
1097.544,1
1099.5,1
1101.48,1
1103.97,1
1106.91,1
1112.94,1
1113.024,1
1113.504,1
1114.272,1
1114.4,1
1115.17,1
1115.91,1
1119.888,1
1119.984,1
1121.568,1
1123.128,1
1123.92,1
1125.488,1
1127.976,1
1128.39,1
1133.35,1
1137.75,1
1139.92,1
1141.47,1
1141.938,1
1145.6,1
1159.056,1
1166.92,1
1169.694,1
1184.72,1
1188,1
1194.165,1
1196.86,1
1198.33,1
1199.8,1
1199.96,1
1199.98,1
1202.94,1
1207.84,1
1212.848,1
1214.85,1
1215.92,1
1218.735,1
1219.96,1
1227.9984,1
1228.465,1
1242.9,1
1245.86,1
1252.704,1
1256.22,1
1259.93,1
1259.97,1
1261.33,1
1263.3,1
1265.85,1
1266.86,1
1267.53,1
1267.65,1
1268.82,1
1270.99,1
1272.63,1
1279.165,1
1279.968,1
1282.41,1
1292.94,1
1293.488,1
1294.75,1
1295.78,1
1295.84,1
1297.368,1
1298.55,1
1299.66,1
1299.99,1
1317.492,1
1319.8,1
1319.96,1
1322.352,1
1322.93,1
1323.9,1
1332.496,1
1335.68,1
1336.44,1
1336.829,1
1345.485,1
1347.52,1
1348.704,1
1349.85,1
1349.91,1
1350.12,1
1352.032,1
1352.3976,1
1359.96,1
1362.9,1
1367.84,1
1379.92,1
1394.95,1
1395.54,1
1399.944,1
1399.98,1
1406.86,1
1408.1,1
1415.76,1
1424.9,1
1432,1
1439.92,1
1439.976,1
1439.982,1
1441.3,1
1443.96,1
1447.65,1
1448.82,1
1454.49,1
1454.9,1
1458.65,1
1471.96,1
1473.1,1
1474.802,1
1478.272,1
1487.976,1
1488.424,1
1496.16,1
1497.666,1
1499.95,1
1499.97,1
1502.376,1
1503.25,1
1504.52,1
1516.2,1
1522.638,1
1525.188,1
1526.56,1
1537.074,1
1548.99,1
1552.831,1
1554.936,1
1564.29,1
1565.88,1
1568.61,1
1573.488,1
1575.14,1
1579.746,1
1586.69,1
1591.02,1
1592.85,1
1598.058,1
1599.92,1
1604.9,1
1606.23,1
1614.582,1
1618.37,1
1619.91,1
1626.192,1
1633.14,1
1633.188,1
1649.75,1
1665.62,1
1669.6,1
1673.184,1
1676.88,1
1679.96,1
1684.752,1
1685.88,1
1690.04,1
1702.12,1
1704.56,1
1704.89,1
1706.184,1
1718.4,1
1737.18,1
1740.06,1
1747.25,1
1779.9,1
1781.682,1
1799.75,1
1799.994,1
1805.88,1
1819.86,1
1856.19,1
1871.88,1
1875.258,1
1889.946,1
1889.99,1
1913.4,1
1924.16,1
1925.88,1
1927.59,1
1928.78,1
1931.04,1
1931.958,1
1951.84,1
1979.7,1
1979.89,1
1979.928,1
1983.968,1
2001.86,1
2003.168,1
2003.52,1
2022.272,1
2025.36,1
2033.584,1
2036.86,1
2054.272,1
2060.744,1
2065.32,1
2079.4,1
2104.55,1
2152.776,1
2154.9,1
2177.584,1
2239.936,1
2244.48,1
2254.41,1
2275.5,1
2279.96,1
2309.65,1
2314.116,1
2321.9,1
2348.82,1
2357.488,1
2395.2,1
2396.2656,1
2396.4,1
2399.6,1
2404.704,1
2405.2,1
2430.08,1
2453.43,1
2479.96,1
2504.74,1
2518.29,1
2519.958,1
2541.98,1
2548.56,1
2549.985,1
2563.056,1
2567.84,1
2573.82,1
2575.944,1
2591.56,1
2621.322,1
2624.985,1
2625.12,1
2665.62,1
2676.672,1
2678.94,1
2690.97,1
2715.93,1
2735.952,1
2793.528,1
2799.944,1
2807.84,1
2879.952,1
2887.056,1
2888.127,1
2934.33,1
2939.93,1
2973.32,1
3023.928,1
3040,1
3050.376,1
3080,1
3083.43,1
3149.93,1
3266.376,1
3347.37,1
3357.6,1
3359.952,1
3393.68,1
3404.5,1
3406.664,1
3499.93,1
3504.9,1
3610.848,1
3785.292,1
3812.97,1
3930.072,1
3991.98,1
3999.95,1
4007.84,1
4158.912,1
4228.704,1
4297.644,1
4305.552,1
4355.168,1
4367.896,1
4404.9,1
4416.174,1
4476.8,1
4499.985,1
4535.976,1
4548.81,1
4643.8,1
4663.736,1
4799.984,1
4912.59,1
5083.96,1
5199.96,1
5399.91,1
5443.96,1
6354.95,1
6999.96,1
7999.98,1
8159.952,1
8187.65,1
8399.976,1
8749.95,1
9099.93,1
9449.95,1
9892.74,1
10499.97,1
11199.968,1
13999.96,1
17499.95,1
22638.48,1
